"name"                  ,"registered","dob"       ,"id"              ,"faculty","password"
"David Salazar"         ,"False"     ,"9/3/1969"  ,"David7154"       ,"fa1"    ,"Wesnl76"
"Emily Harrington"      ,"False"     ,"13/2/1950" ,"Emily8317"       ,"fa2"    ,"SBMwa20"
"Jack Barr"             ,"False"     ,"18/10/1981","Jack5851"        ,"fa4"    ,"hVbfF48"
"Dana Mueller"          ,"True"      ,"9/5/1967"  ,"Dana49682"       ,"fa2"    ,"qYSxZ71"
"Curtis Thompson"       ,"True"      ,"13/6/1979" ,"Curtis44680"     ,"fa3"    ,"qeLOe67"
"Lisa Smith"            ,"False"     ,"4/7/2000"  ,"Lisa537"         ,"fa3"    ,"pgddN85"
"Leslie Sims"           ,"False"     ,"20/6/1959" ,"Leslie3632"      ,"fa3"    ,"CLalX86"
"Tina Morgan"           ,"True"      ,"28/3/1997" ,"Tina37144"       ,"fa1"    ,"KxaeK38"
"Devon Wood"            ,"True"      ,"24/6/1952" ,"Devon11398"      ,"fa3"    ,"HgZtd04"
"Monique Wilson"        ,"False"     ,"7/3/1967"  ,"Monique7516"     ,"fa3"    ,"oBbmg64"
"Dennis Grant"          ,"False"     ,"17/5/1958" ,"Dennis30643"     ,"fa2"    ,"wAwPV44"
"Tracy Smith"           ,"False"     ,"28/7/1957" ,"Tracy11215"      ,"fa4"    ,"gMoqc13"
"Jason Hicks"           ,"True"      ,"1/12/1983" ,"Jason30834"      ,"fa1"    ,"hyIje94"
"Ann Montgomery"        ,"False"     ,"5/11/1957" ,"Ann9435"         ,"fa4"    ,"ivAMa98"
"Jeffrey Hartman"       ,"True"      ,"16/4/1971" ,"Jeffrey16342"    ,"fa1"    ,"Dnsbg11"
"Courtney Mcdowell"     ,"True"      ,"5/4/1992"  ,"Courtney309"     ,"fa1"    ,"uwyyv98"
"Kevin Davis"           ,"False"     ,"26/2/1955" ,"Kevin46430"      ,"fa4"    ,"uNSOd26"
"Cathy Harrison"        ,"True"      ,"28/5/1992" ,"Cathy12812"      ,"fa1"    ,"YoOvS75"
"Richard Harris"        ,"True"      ,"27/5/1974" ,"Richard16146"    ,"fa4"    ,"FRHEe08"
"Jenna Jones"           ,"False"     ,"1/1/1948"  ,"Jenna30143"      ,"fa3"    ,"yoOhM05"
"Kevin Shelton"         ,"False"     ,"27/5/1978" ,"Kevin37882"      ,"fa4"    ,"vegCe90"
"Kimberly George"       ,"True"      ,"9/9/1942"  ,"Kimberly28927"   ,"fa3"    ,"GBWRX36"
"Danny Church"          ,"True"      ,"17/9/1940" ,"Danny32666"      ,"fa2"    ,"lYJtF71"
"Laura Nelson"          ,"False"     ,"22/6/1994" ,"Laura13846"      ,"fa2"    ,"MKnHP01"
"Ryan Madden"           ,"True"      ,"10/8/1944" ,"Ryan15601"       ,"fa1"    ,"PdWiz34"
"Amber Castillo"        ,"True"      ,"26/4/1940" ,"Amber4372"       ,"fa1"    ,"RYifa55"
"Zachary Dyer"          ,"False"     ,"11/7/1944" ,"Zachary46986"    ,"fa3"    ,"olXFy40"
"Lori Clay"             ,"False"     ,"23/10/1944","Lori42948"       ,"fa4"    ,"ooUFq96"
"Gregory Lopez"         ,"False"     ,"22/1/1990" ,"Gregory17124"    ,"fa1"    ,"kKDXk01"
"Brenda Ryan"           ,"False"     ,"27/6/1977" ,"Brenda39904"     ,"fa3"    ,"ZRtZd19"
"David Jones"           ,"False"     ,"1/7/1986"  ,"David39736"      ,"fa2"    ,"WujvQ60"
"Dana Jackson"          ,"False"     ,"9/6/1963"  ,"Dana32571"       ,"fa1"    ,"dsrAF99"
"Patrick Hudson"        ,"True"      ,"21/8/1971" ,"Patrick49018"    ,"fa2"    ,"tYmaE90"
"Olivia Calderon"       ,"True"      ,"22/10/1997","Olivia18389"     ,"fa2"    ,"JmLfX79"
"Clifford Collins"      ,"False"     ,"27/2/1976" ,"Clifford4454"    ,"fa3"    ,"LnCKs20"
"Laura Walters"         ,"False"     ,"8/9/1962"  ,"Laura47799"      ,"fa2"    ,"uPrxx82"
"Patrick Stark"         ,"True"      ,"14/9/1991" ,"Patrick32832"    ,"fa2"    ,"NuETm05"
"Shelley Sawyer"        ,"False"     ,"1/1/1981"  ,"Shelley31481"    ,"fa1"    ,"GqSYq51"
"Ray Palmer"            ,"True"      ,"1/12/1970" ,"Ray33900"        ,"fa1"    ,"nouUL60"
"Diana Rodriguez"       ,"False"     ,"1/4/1964"  ,"Diana45117"      ,"fa2"    ,"dKFmV53"
"Thomas Coleman"        ,"True"      ,"25/12/1949","Thomas29669"     ,"fa1"    ,"FKbHN28"
"Monica Smith"          ,"False"     ,"24/12/1962","Monica10717"     ,"fa1"    ,"Qopdd30"
"Benjamin Pena"         ,"True"      ,"30/10/1958","Benjamin38445"   ,"fa1"    ,"XnnAa06"
"Tiffany Bell"          ,"False"     ,"16/2/1994" ,"Tiffany9073"     ,"fa1"    ,"tFIaj27"
"Michael Fowler"        ,"False"     ,"3/2/1997"  ,"Michael46446"    ,"fa1"    ,"hVTfG69"
"Madison Hale"          ,"True"      ,"21/3/1958" ,"Madison7915"     ,"fa3"    ,"bluof97"
"Glenn Mcbride"         ,"False"     ,"24/9/1993" ,"Glenn22444"      ,"fa2"    ,"PPTHO95"
"Erica Baker"           ,"False"     ,"18/4/1988" ,"Erica13458"      ,"fa3"    ,"mesla76"
"Kelly Dunn"            ,"True"      ,"4/9/1997"  ,"Kelly43500"      ,"fa3"    ,"MDRXc85"
"Lori Murphy"           ,"True"      ,"8/9/1945"  ,"Lori15444"       ,"fa2"    ,"Znaeh72"
"Christopher Hayes"     ,"False"     ,"19/11/1999","Christopher42433","fa3"    ,"PKROo95"
"Krystal Carter"        ,"True"      ,"26/12/1970","Krystal40162"    ,"fa4"    ,"yhdFI28"
"Mark Lang"             ,"True"      ,"23/9/1959" ,"Mark14116"       ,"fa2"    ,"GCvzp75"
"Tracy Ellis"           ,"False"     ,"7/10/1999" ,"Tracy44505"      ,"fa2"    ,"tkmAM59"
"Kevin Palmer"          ,"False"     ,"21/6/1974" ,"Kevin49548"      ,"fa2"    ,"jSFIK90"
"Mary Ellison"          ,"True"      ,"23/1/1994" ,"Mary48280"       ,"fa1"    ,"OOEYp28"
"David Anderson"        ,"False"     ,"30/6/1940" ,"David40098"      ,"fa1"    ,"eUsDd12"
"Sandra Gray"           ,"False"     ,"25/7/1970" ,"Sandra36119"     ,"fa3"    ,"VEarx61"
"Jordan Scott"          ,"False"     ,"1/6/1990"  ,"Jordan25568"     ,"fa3"    ,"QoQZM22"
"Teresa Miranda"        ,"True"      ,"12/2/1946" ,"Teresa13213"     ,"fa2"    ,"ZQOuU86"
"Nathan Davis"          ,"True"      ,"15/9/1998" ,"Nathan34697"     ,"fa3"    ,"iRQse30"
"Sara Delgado"          ,"False"     ,"4/3/1941"  ,"Sara2336"        ,"fa3"    ,"DuXyS45"
"Jesse Guerra"          ,"False"     ,"2/8/1984"  ,"Jesse4175"       ,"fa3"    ,"LYLbI56"
"Shannon Cunningham"    ,"True"      ,"2/2/1944"  ,"Shannon40559"    ,"fa4"    ,"KpVSp52"
"Luis Johnson"          ,"True"      ,"17/10/1963","Luis1313"        ,"fa4"    ,"UmcJG09"
"Barbara Rivera"        ,"False"     ,"24/3/1948" ,"Barbara18167"    ,"fa3"    ,"HdbRk07"
"James Rose"            ,"True"      ,"25/3/1948" ,"James15191"      ,"fa1"    ,"XtUGx17"
"Judith Wolfe"          ,"True"      ,"22/2/1947" ,"Judith3548"      ,"fa2"    ,"FyUOl51"
"John Smith"            ,"True"      ,"22/6/1980" ,"John24131"       ,"fa4"    ,"nlWDP77"
"Donna Miller"          ,"False"     ,"30/10/1962","Donna35332"      ,"fa1"    ,"AjQWy13"
"Austin Black"          ,"False"     ,"1/6/1949"  ,"Austin24534"     ,"fa4"    ,"vbRMt79"
"Nancy Larson"          ,"True"      ,"16/8/1976" ,"Nancy20299"      ,"fa4"    ,"cjCET62"
"Colin Morris"          ,"True"      ,"4/7/1968"  ,"Colin18447"      ,"fa3"    ,"CnCKp28"
"Danielle Clark"        ,"True"      ,"12/2/1993" ,"Danielle36876"   ,"fa3"    ,"tPHWY32"
"Jesse Lopez"           ,"False"     ,"27/12/1976","Jesse9321"       ,"fa3"    ,"XkKht66"
"Patricia Murphy"       ,"True"      ,"28/2/1998" ,"Patricia5196"    ,"fa1"    ,"hzxmo46"
"Paul Smith"            ,"False"     ,"19/8/1986" ,"Paul6684"        ,"fa1"    ,"VXgJX27"
"Samantha Johnston"     ,"True"      ,"9/1/1952"  ,"Samantha39035"   ,"fa1"    ,"dIZXU43"
"Johnny Ramirez"        ,"False"     ,"19/1/1945" ,"Johnny27155"     ,"fa4"    ,"FtJkm58"
"Paula Murray"          ,"False"     ,"13/12/1944","Paula33042"      ,"fa2"    ,"vxieN10"
"Thomas Newman"         ,"True"      ,"18/8/1988" ,"Thomas37993"     ,"fa4"    ,"eZHeo45"
"Erin Parker"           ,"True"      ,"12/5/1940" ,"Erin29402"       ,"fa1"    ,"zwkxx37"
"Tim Snyder"            ,"True"      ,"5/7/1961"  ,"Tim37927"        ,"fa1"    ,"MTLJj18"
"Kim Davis"             ,"True"      ,"1/1/1956"  ,"Kim9364"         ,"fa4"    ,"UCWMY63"
"Peter Soto"            ,"True"      ,"8/6/1980"  ,"Peter43059"      ,"fa2"    ,"xgBdv94"
"Taylor Carr"           ,"False"     ,"18/9/1984" ,"Taylor46320"     ,"fa4"    ,"cDryQ68"
"Austin Wyatt"          ,"True"      ,"20/1/1989" ,"Austin9444"      ,"fa2"    ,"bAODt74"
"Christine Martin"      ,"True"      ,"18/2/1988" ,"Christine13126"  ,"fa1"    ,"ZwMpl41"
"Alex Woods"            ,"True"      ,"12/12/1957","Alex27962"       ,"fa4"    ,"fxSxj63"
"Jessica Reed"          ,"False"     ,"10/12/1942","Jessica17252"    ,"fa4"    ,"Zviww60"
"Raymond Woods"         ,"False"     ,"24/11/1949","Raymond34774"    ,"fa1"    ,"FumTR80"
"Lisa Rogers"           ,"False"     ,"28/10/1941","Lisa3660"        ,"fa3"    ,"HVXtP86"
"Ernest Chapman"        ,"False"     ,"13/10/1942","Ernest36780"     ,"fa4"    ,"FBaPj91"
"Andrea Roberts"        ,"True"      ,"12/6/1969" ,"Andrea23585"     ,"fa4"    ,"OOqqY49"
"Patrick Frazier"       ,"False"     ,"4/7/1992"  ,"Patrick17278"    ,"fa1"    ,"lgPzT58"
"Gina Higgins"          ,"False"     ,"4/11/1982" ,"Gina34568"       ,"fa2"    ,"BqzSj27"
"Kevin Glover"          ,"True"      ,"4/12/1974" ,"Kevin27342"      ,"fa4"    ,"fMNMg52"
"Cassie Dickerson"      ,"True"      ,"24/8/1992" ,"Cassie1628"      ,"fa3"    ,"BzcBD25"
"Clayton Hernandez"     ,"False"     ,"21/7/1952" ,"Clayton38915"    ,"fa2"    ,"ySbrW77"
"Heather Gibson"        ,"True"      ,"28/10/1950","Heather46997"    ,"fa1"    ,"EovKJ93"
"John Weber"            ,"False"     ,"22/1/1990" ,"John1690"        ,"fa4"    ,"HAeXS64"
"Michelle Park"         ,"False"     ,"17/2/1959" ,"Michelle25571"   ,"fa1"    ,"KEABa78"
"Cody Vasquez"          ,"False"     ,"22/9/1976" ,"Cody45987"       ,"fa2"    ,"OsnyF43"
"Bridget Jones"         ,"True"      ,"18/5/1983" ,"Bridget23956"    ,"fa1"    ,"nfeit64"
"John Stark"            ,"True"      ,"29/12/1997","John1774"        ,"fa4"    ,"bQyCd85"
"Beth Castillo"         ,"True"      ,"15/5/1989" ,"Beth6013"        ,"fa4"    ,"HMKhn77"
"Alexis Davis"          ,"True"      ,"11/5/1944" ,"Alexis47035"     ,"fa1"    ,"DujiD81"
"Tonya Lin"             ,"True"      ,"26/11/1941","Tonya23928"      ,"fa2"    ,"oiTTm44"
"Joseph Martinez"       ,"False"     ,"17/9/1941" ,"Joseph13033"     ,"fa2"    ,"cJbEy76"
"Jessica Cook"          ,"True"      ,"6/4/1982"  ,"Jessica33600"    ,"fa2"    ,"LGWmU29"
"Vincent Brooks"        ,"False"     ,"8/1/1948"  ,"Vincent29829"    ,"fa4"    ,"eMYzG58"
"Alicia Herrera"        ,"True"      ,"12/9/1973" ,"Alicia19976"     ,"fa3"    ,"BzcsZ83"
"Nicholas Hamilton"     ,"True"      ,"7/7/1979"  ,"Nicholas28728"   ,"fa2"    ,"hfHak44"
"Amanda Archer"         ,"True"      ,"28/5/1990" ,"Amanda46020"     ,"fa1"    ,"lJJsl08"
"John Ferguson"         ,"False"     ,"12/5/1994" ,"John9082"        ,"fa1"    ,"exwan57"
"Brittney Powell"       ,"True"      ,"27/9/1940" ,"Brittney8218"    ,"fa3"    ,"mVqaB61"
"Trevor Wilcox"         ,"False"     ,"8/5/1994"  ,"Trevor41084"     ,"fa4"    ,"pfnHC02"
"Tammy Deleon"          ,"False"     ,"17/3/1989" ,"Tammy29138"      ,"fa2"    ,"NJfBQ81"
"Shane Hart"            ,"False"     ,"4/9/1996"  ,"Shane46924"      ,"fa1"    ,"tKdhO21"
"Amber Burch"           ,"True"      ,"18/12/1989","Amber19746"      ,"fa4"    ,"fGaUv87"
"Scott Wilkinson"       ,"True"      ,"9/11/1951" ,"Scott40628"      ,"fa3"    ,"kOUos79"
"Jennifer Brown"        ,"True"      ,"17/6/1960" ,"Jennifer46376"   ,"fa2"    ,"nmEtb86"
"James Jones"           ,"False"     ,"5/10/1947" ,"James49079"      ,"fa2"    ,"DmCvx38"
"Megan Fisher"          ,"True"      ,"16/6/1988" ,"Megan39961"      ,"fa2"    ,"iAAHT05"
"Scott Peters"          ,"True"      ,"29/11/1958","Scott4221"       ,"fa1"    ,"ikYmp27"
"Christina Castro"      ,"False"     ,"21/8/1985" ,"Christina38869"  ,"fa4"    ,"Ywiyz00"
"Omar Cox"              ,"False"     ,"9/12/1977" ,"Omar26228"       ,"fa1"    ,"LfvLd88"
"Gabriela Kennedy"      ,"False"     ,"26/11/1943","Gabriela26105"   ,"fa3"    ,"OLuhd60"
"Brian Stanley"         ,"False"     ,"15/5/1957" ,"Brian11843"      ,"fa2"    ,"IuCbI97"
"Erica Sparks"          ,"True"      ,"28/7/2001" ,"Erica44178"      ,"fa3"    ,"UiXzk35"
"Derek Beck"            ,"True"      ,"3/4/1956"  ,"Derek4816"       ,"fa4"    ,"hKbkA54"
"Ariana Allen"          ,"True"      ,"15/9/1943" ,"Ariana44450"     ,"fa4"    ,"OvHfp57"
"Jose Johnson"          ,"True"      ,"28/2/1941" ,"Jose43090"       ,"fa1"    ,"DmICX13"
"Brittany Porter"       ,"True"      ,"27/5/1957" ,"Brittany18546"   ,"fa4"    ,"YRkXx92"
"Charles Poole"         ,"True"      ,"9/4/1986"  ,"Charles15420"    ,"fa3"    ,"SLvuD51"
"Sarah Bruce"           ,"True"      ,"6/1/1964"  ,"Sarah30910"      ,"fa3"    ,"cDwQx92"
"James Wilkerson"       ,"False"     ,"6/12/1974" ,"James1264"       ,"fa4"    ,"tZwsP33"
"Penny Morris"          ,"False"     ,"8/3/1961"  ,"Penny12876"      ,"fa3"    ,"piYkL35"
"Douglas Greer"         ,"False"     ,"22/12/1956","Douglas5033"     ,"fa4"    ,"gcMhu41"
"Denise Kelley"         ,"False"     ,"26/1/2001" ,"Denise11961"     ,"fa1"    ,"oTxqw31"
"Matthew Shepherd"      ,"False"     ,"26/9/1982" ,"Matthew38197"    ,"fa3"    ,"HnGPL49"
"Sandra Mack"           ,"False"     ,"19/8/1944" ,"Sandra27817"     ,"fa3"    ,"VLHyE74"
"Joseph Porter"         ,"False"     ,"27/11/1953","Joseph48354"     ,"fa2"    ,"MZyoM17"
"Heather Rodriguez"     ,"False"     ,"7/9/1972"  ,"Heather9849"     ,"fa2"    ,"IarsF93"
"William Farley"        ,"True"      ,"21/11/1981","William4855"     ,"fa3"    ,"SDYzh49"
"Karen Gardner"         ,"False"     ,"25/8/1990" ,"Karen37438"      ,"fa2"    ,"rOfII00"
"Charles Rogers"        ,"True"      ,"16/6/1996" ,"Charles27257"    ,"fa3"    ,"NuKJE13"
"Brittany Stone"        ,"False"     ,"11/3/1951" ,"Brittany21054"   ,"fa1"    ,"XrVtp33"
"Jeffrey Hernandez"     ,"True"      ,"26/6/1995" ,"Jeffrey1260"     ,"fa1"    ,"RwaoN16"
"Rachael Norman"        ,"True"      ,"28/11/1959","Rachael16192"    ,"fa2"    ,"NTMnX89"
"Joshua Ross"           ,"True"      ,"8/12/1981" ,"Joshua6387"      ,"fa1"    ,"zKMFh98"
"Judith Smith"          ,"True"      ,"23/9/1973" ,"Judith26112"     ,"fa2"    ,"adVbM74"
"Calvin Randall"        ,"False"     ,"28/6/1979" ,"Calvin40927"     ,"fa2"    ,"jVdwj84"
"Diane Griffin"         ,"True"      ,"14/1/1941" ,"Diane10749"      ,"fa1"    ,"ClyVM88"
"Ryan Scott"            ,"True"      ,"12/5/1999" ,"Ryan11171"       ,"fa1"    ,"errov80"
"Katie Thompson"        ,"False"     ,"17/7/1987" ,"Katie32900"      ,"fa1"    ,"FZlee90"
"Matthew Cantu"         ,"True"      ,"23/3/1963" ,"Matthew20587"    ,"fa1"    ,"gKMqJ20"
"Heather Smith"         ,"False"     ,"11/9/1967" ,"Heather24255"    ,"fa3"    ,"YCCLh16"
"David Hunt"            ,"False"     ,"29/1/1941" ,"David3795"       ,"fa2"    ,"wNPXa06"
"Christy Lopez"         ,"True"      ,"20/2/1945" ,"Christy10316"    ,"fa2"    ,"DEYgJ96"
"Daniel Moreno"         ,"True"      ,"19/8/1992" ,"Daniel12828"     ,"fa2"    ,"vkLzM21"
"Angel Sanchez"         ,"False"     ,"28/5/1993" ,"Angel43886"      ,"fa4"    ,"HXzsu56"
"Alexander Thompson"    ,"True"      ,"30/6/1961" ,"Alexander40462"  ,"fa2"    ,"dfmNU14"
"Sandra Krueger"        ,"False"     ,"22/1/1998" ,"Sandra8885"      ,"fa1"    ,"DERZg52"
"Robert Nunez"          ,"True"      ,"15/8/1943" ,"Robert29329"     ,"fa3"    ,"kVLXE07"
"Ashley Hunt"           ,"True"      ,"20/7/1996" ,"Ashley490"       ,"fa2"    ,"yjpeg34"
"Robert Ashley"         ,"False"     ,"27/11/1953","Robert28577"     ,"fa3"    ,"BNIXc75"
"Kristina Robertson"    ,"True"      ,"9/10/1976" ,"Kristina36343"   ,"fa2"    ,"OTkGz16"
"Jeffrey Hayes"         ,"False"     ,"17/5/1954" ,"Jeffrey15728"    ,"fa2"    ,"LEubv42"
"Susan Davenport"       ,"True"      ,"6/4/1973"  ,"Susan47446"      ,"fa1"    ,"lLgHG48"
"Trevor Jenkins"        ,"False"     ,"1/8/1949"  ,"Trevor39940"     ,"fa1"    ,"zNwhu00"
"Tabitha Schultz"       ,"True"      ,"14/8/1978" ,"Tabitha15219"    ,"fa2"    ,"MPqPC81"
"Thomas Moore"          ,"True"      ,"3/4/1970"  ,"Thomas13114"     ,"fa1"    ,"IRUUx86"
"Ashley Sandoval"       ,"True"      ,"8/3/1976"  ,"Ashley18127"     ,"fa3"    ,"RFkQf41"
"Daniel Jacobs"         ,"False"     ,"11/5/1990" ,"Daniel41029"     ,"fa3"    ,"xzrJD01"
"Tonya Jenkins"         ,"False"     ,"4/4/1986"  ,"Tonya28634"      ,"fa4"    ,"vJieq11"
"John Roberts"          ,"False"     ,"9/2/1994"  ,"John11183"       ,"fa1"    ,"tNSYa35"
"Lindsay Mitchell"      ,"True"      ,"14/4/1961" ,"Lindsay19505"    ,"fa3"    ,"utWJE20"
"Kevin Higgins"         ,"True"      ,"2/3/1991"  ,"Kevin31800"      ,"fa1"    ,"Gowem83"
"Elizabeth Garza"       ,"False"     ,"10/6/1985" ,"Elizabeth43750"  ,"fa1"    ,"GleWe59"
"Joseph Hicks"          ,"True"      ,"5/9/1980"  ,"Joseph26543"     ,"fa4"    ,"tTizT72"
"Beth Sanchez"          ,"True"      ,"25/11/1995","Beth1106"        ,"fa1"    ,"kAQYE73"
"Sean Osborne"          ,"True"      ,"28/7/1955" ,"Sean18115"       ,"fa1"    ,"AmOQT76"
"Amy Anderson"          ,"True"      ,"21/10/1997","Amy14650"        ,"fa4"    ,"DafZi75"
"Jason Bradley"         ,"True"      ,"12/4/1953" ,"Jason37108"      ,"fa1"    ,"Lsxnt01"
"Sandra Bass"           ,"False"     ,"5/6/1972"  ,"Sandra28202"     ,"fa3"    ,"rLmfQ77"
"Robert Brooks"         ,"True"      ,"10/4/2000" ,"Robert35744"     ,"fa4"    ,"jlzro62"
"Rachel Knight"         ,"False"     ,"6/8/1955"  ,"Rachel42678"     ,"fa3"    ,"thlgQ42"
"Anthony Smith"         ,"True"      ,"12/9/1955" ,"Anthony22126"    ,"fa2"    ,"CoAMM45"
"Kim Thomas"            ,"True"      ,"11/3/1972" ,"Kim35703"        ,"fa3"    ,"RcxZV77"
"Justin Smith"          ,"True"      ,"4/2/1975"  ,"Justin13539"     ,"fa3"    ,"pTHPp53"
"Kristie Jones"         ,"True"      ,"6/2/1958"  ,"Kristie9706"     ,"fa3"    ,"DlSYh49"
"Eric Frazier"          ,"True"      ,"15/7/1980" ,"Eric17954"       ,"fa1"    ,"DikNM42"
"Theresa Bridges"       ,"False"     ,"23/5/1972" ,"Theresa1341"     ,"fa3"    ,"TdoEx74"
"Trevor Spears"         ,"True"      ,"12/12/1980","Trevor7211"      ,"fa4"    ,"aEGtC28"
"Gina West"             ,"True"      ,"3/7/1950"  ,"Gina47103"       ,"fa2"    ,"OTiKP78"
"Peter Ellis"           ,"True"      ,"10/6/1994" ,"Peter3338"       ,"fa1"    ,"VkLbv63"
"Jacqueline Henry"      ,"True"      ,"4/11/1995" ,"Jacqueline49956" ,"fa1"    ,"YXUTD16"
"Allen Parker"          ,"False"     ,"18/12/1953","Allen34314"      ,"fa2"    ,"EdoaR03"
"Sara Hahn"             ,"False"     ,"10/10/1951","Sara46541"       ,"fa1"    ,"UcdKw84"
"Arthur Swanson"        ,"False"     ,"25/6/1967" ,"Arthur45203"     ,"fa2"    ,"MiXVz87"
"April Walton"          ,"False"     ,"25/1/1948" ,"April21469"      ,"fa4"    ,"TSEnV71"
"Bob Wong"              ,"False"     ,"27/10/1983","Bob27798"        ,"fa4"    ,"QSQTL02"
"Tiffany Davis"         ,"True"      ,"16/3/1951" ,"Tiffany38119"    ,"fa3"    ,"ZZwIF94"
"James Brown"           ,"True"      ,"21/7/1998" ,"James14004"      ,"fa4"    ,"NXSeO17"
"Stephanie Blankenship" ,"False"     ,"8/6/1984"  ,"Stephanie5779"   ,"fa2"    ,"wnxVz19"
"Scott Rodriguez"       ,"True"      ,"14/5/1969" ,"Scott21471"      ,"fa4"    ,"HznsL49"
"Laurie Garcia"         ,"True"      ,"25/1/1962" ,"Laurie44283"     ,"fa1"    ,"iovkP53"
"Juan Beltran"          ,"False"     ,"19/10/1984","Juan4771"        ,"fa4"    ,"SbTIE28"
"Adrienne Gomez"        ,"False"     ,"30/10/1943","Adrienne45001"   ,"fa4"    ,"APanU91"
"Christian Spencer"     ,"False"     ,"29/5/1940" ,"Christian47204"  ,"fa2"    ,"TLXeB82"
"Stephanie Foley"       ,"True"      ,"6/2/1992"  ,"Stephanie1706"   ,"fa2"    ,"LKrsZ91"
"Michael Pham"          ,"True"      ,"13/6/1951" ,"Michael9261"     ,"fa2"    ,"mOaan58"
"Jessica Mcdonald"      ,"False"     ,"23/8/1954" ,"Jessica7407"     ,"fa1"    ,"TkDtI86"
"Michael Saunders"      ,"False"     ,"10/8/1999" ,"Michael16483"    ,"fa4"    ,"yfckw14"
"Melissa Mann"          ,"True"      ,"23/3/1987" ,"Melissa18016"    ,"fa3"    ,"GHgdR68"
"Michael Snyder"        ,"True"      ,"10/2/1952" ,"Michael21383"    ,"fa1"    ,"rXEqB59"
"Michaela Hawkins"      ,"False"     ,"24/4/1992" ,"Michaela30944"   ,"fa2"    ,"ssNfy94"
"Blake Tucker"          ,"True"      ,"1/2/1962"  ,"Blake2107"       ,"fa3"    ,"tnDwZ43"
"Maria Sandoval"        ,"True"      ,"16/9/1966" ,"Maria2526"       ,"fa1"    ,"BZQgg55"
"Daniel Lopez"          ,"True"      ,"23/7/1949" ,"Daniel46765"     ,"fa2"    ,"xiRmU69"
"Stacey Thompson"       ,"False"     ,"4/6/1963"  ,"Stacey15907"     ,"fa4"    ,"LZJgo99"
"David Downs"           ,"False"     ,"25/4/1955" ,"David869"        ,"fa4"    ,"cUHJg12"
"Rhonda Hunt"           ,"True"      ,"26/11/1940","Rhonda4619"      ,"fa1"    ,"wfxnl47"
"Joshua Mcmillan"       ,"False"     ,"3/5/1996"  ,"Joshua42477"     ,"fa4"    ,"BdIXa29"
"Cynthia Baker"         ,"False"     ,"26/5/1988" ,"Cynthia34258"    ,"fa2"    ,"TKwhG77"
"James Gibson"          ,"False"     ,"10/10/1967","James4894"       ,"fa4"    ,"vwDxV97"
"Karen Miller"          ,"False"     ,"11/4/1955" ,"Karen48697"      ,"fa4"    ,"lfNzF30"
"Ryan Myers"            ,"True"      ,"22/8/1999" ,"Ryan771"         ,"fa1"    ,"iCDfm50"
"Lisa Hawkins"          ,"False"     ,"23/10/1982","Lisa32154"       ,"fa1"    ,"aJwjf97"
"Michael Jones"         ,"True"      ,"1/12/1943" ,"Michael7471"     ,"fa2"    ,"jdvQd92"
"Cassandra Benjamin"    ,"False"     ,"26/1/1990" ,"Cassandra37009"  ,"fa2"    ,"vwdQK98"
"Richard Thomas"        ,"False"     ,"5/2/1955"  ,"Richard8655"     ,"fa1"    ,"hAVyy80"
"Samantha Finley"       ,"True"      ,"2/7/1945"  ,"Samantha8641"    ,"fa4"    ,"PgbzA92"
"Richard Hall"          ,"True"      ,"23/11/1972","Richard1096"     ,"fa3"    ,"BYHEN68"
"Theresa Bennett"       ,"False"     ,"20/5/1998" ,"Theresa13958"    ,"fa4"    ,"xeuZn54"
"Corey Kelly"           ,"False"     ,"5/2/1994"  ,"Corey49713"      ,"fa2"    ,"OAzdi81"
"Jacqueline White"      ,"True"      ,"2/8/1996"  ,"Jacqueline17434" ,"fa4"    ,"YRVxZ37"
"Jimmy Taylor"          ,"True"      ,"7/7/1952"  ,"Jimmy38279"      ,"fa2"    ,"vjEKZ03"
"Susan Marquez"         ,"False"     ,"28/8/1965" ,"Susan12054"      ,"fa1"    ,"lYAFg81"
"David Howe"            ,"False"     ,"28/12/1946","David18141"      ,"fa1"    ,"wMyxo30"
"Mary Long"             ,"False"     ,"4/10/1970" ,"Mary6158"        ,"fa2"    ,"NvBzQ23"
"Patrick Anthony"       ,"False"     ,"15/6/1962" ,"Patrick3932"     ,"fa3"    ,"IqyFe65"
"Lisa Taylor"           ,"True"      ,"29/7/1985" ,"Lisa45474"       ,"fa2"    ,"eOmbi06"
"Derek Flores"          ,"True"      ,"7/1/1978"  ,"Derek33727"      ,"fa4"    ,"RIuyY59"
"Whitney Tucker"        ,"True"      ,"6/3/1992"  ,"Whitney42156"    ,"fa3"    ,"xmBvF44"
"David Anderson"        ,"False"     ,"2/1/1949"  ,"David35515"      ,"fa4"    ,"Hhaez01"
"Terri Hanna"           ,"False"     ,"4/6/1994"  ,"Terri9534"       ,"fa3"    ,"EvywS69"
"Patrick Lowe"          ,"True"      ,"13/12/1982","Patrick7271"     ,"fa3"    ,"mPHGu16"
"Deborah Black"         ,"False"     ,"13/9/1951" ,"Deborah10487"    ,"fa3"    ,"zKipd53"
"Christopher Jones"     ,"True"      ,"8/4/1994"  ,"Christopher39938","fa3"    ,"NfnSl00"
"Tracy Fletcher"        ,"False"     ,"10/12/1990","Tracy34249"      ,"fa3"    ,"zwWSO89"
